ID,PredictedProb
968,0.77809
971,0.944695
972,0.978662
977,0.9616
981,0.754758
985,0.870101
987,0.894576
989,0.968599
993,0.926667
994,0.411407
997,0.977648
998,0.521492
999,0.936549
1002,0.877269
1003,0.942666
1004,0.988082
1005,0.539437
1007,0.711406
1008,0.883752
1014,0.978234
1016,0.826279
1021,0.595457
1023,0.893502
1026,0.934252
1028,0.763357
1029,0.727899
1030,0.625038
1031,0.781713
1032,0.875875
1033,0.978886
1036,0.645047
1037,0.928262
1039,0.74668
1046,0.930681
1047,0.876643
1049,0.945959
1055,0.877689
1057,0.540448
1059,0.782019
1060,0.375658
1062,0.352138
1063,0.854845
1066,0.757429
1067,0.967777
1068,0.419706
1070,0.854497
1071,0.708623
1073,0.763864
1074,0.772672
1075,0.876406
1076,0.695615
1077,0.942401
1079,0.692285
1083,0.710095
1085,0.951968
1087,0.718235
1088,0.39648
1089,0.812417
1092,0.76016
1095,0.80111
1104,0.981449
1106,0.985393
1108,0.623142
1110,0.692678
1117,0.656062
1118,0.770986
1119,0.866656
1121,0.803175
1122,0.84363
1124,0.705148
1125,0.713804
1126,0.519386
1128,0.845426
1129,0.669361
1131,0.214297
1132,0.808896
1133,0.515692
1134,0.434296
1137,0.883464
1138,0.482979
1139,0.637228
1140,0.763925
1141,0.82696
1143,0.82365
1144,0.867348
1145,0.803396
1146,0.90015
1147,0.872294
1149,0.824581
1151,0.843135
1154,0.722904
1156,0.472251
1158,0.810716
1165,0.810597
1166,0.508633
1167,0.636064
1168,0.735107
1169,0.607384
1171,0.591519
1173,0.432005
1175,0.477981
1181,0.56467
1182,0.601314
1184,0.86465
1187,0.864406
1189,0.931438
1190,0.651944
1193,0.675933
1194,0.950184
1196,0.901043
1202,0.623542
1203,0.72657
1206,0.894053
1209,0.975691
1211,0.789621
1212,0.201604
1215,0.764702
1216,0.603855
1220,0.755928
1222,0.87334
1223,0.954038
1224,0.663135
1227,0.919455
1229,0.540949
1230,0.649993
1233,0.890338
1236,0.609095
1242,0.897649
1245,0.81868
1246,0.965461
1249,0.812424
1250,0.89915
1253,0.975471
1258,0.659319
1259,0.696328
1262,0.983771
1263,0.746777
1265,0.942574
1266,0.860177
1267,0.903899
1268,0.848945
1269,0.743385
1270,0.688256
1271,0.906499
1272,0.9689
1276,0.950397
1277,0.743432
1279,0.73125
1280,0.757761
1283,0.739343
1285,0.824174
1286,0.920951
1290,0.829288
1293,0.639979
1295,0.48675
1297,0.811111
1299,0.947616
1300,0.933796
1301,0.826785
1302,0.978281
1303,0.923532
1304,0.883304
1305,0.566155
1306,0.678227
1307,0.695655
1308,0.985599
1309,0.699606
1312,0.744002
1313,0.922687
1314,0.861754
1316,0.830172
1318,0.608069
1319,0.786012
1320,0.703968
1322,0.976889
1323,0.324249
1325,0.673728
1329,0.347783
1330,0.738556
1334,0.562916
1337,0.940924
1340,0.682603
1341,0.80576
1342,0.604905
1347,0.576384
1349,0.813082
1350,0.792012
1355,0.793276
1356,0.619816
1357,0.538367
1358,0.882443
1359,0.846075
1361,0.371539
1363,0.49941
1366,0.699327
1367,0.968722
1370,0.91503
1375,0.943392
1377,0.87074
1379,0.89963
1381,0.596852
1382,0.893293
1385,0.795978
1387,0.677792
1389,0.807107
1392,0.880459
1393,0.708922
1395,0.870333
1396,0.827389
1399,0.0601351
1400,0.0486997
1401,0.782928
1402,0.962872
1405,0.659945
1407,0.529806
1409,0.964382
1413,0.433793
1414,0.151452
1415,0.822191
1417,0.532529
1421,0.527557
1422,0.934415
1423,0.199068
1425,0.836126
1426,0.102954
1428,0.962115
1429,0.971068
1430,0.550936
1431,0.641747
1433,0.976641
1435,0.938919
1436,0.733341
1438,0.902852
1439,0.938843
1442,0.942183
1448,0.815634
1449,0.674833
1451,0.641553
1453,0.877753
1455,0.873775
1456,0.589674
1458,0.746488
1459,0.924679
1463,0.977999
1466,0.597681
1468,0.968171
1471,0.722794
1472,0.957377
1473,0.737569
1474,0.973375
1476,0.616954
1477,0.703618
1478,0.557427
1479,0.768218
1481,0.635711
1482,0.945726
1487,0.616988
1490,0.651411
1493,0.542374
1494,0.886703
1495,0.970782
1496,0.928337
1497,0.829958
1498,0.786347
1499,0.910709
1500,0.766428
1505,0.864018
1507,0.709952
1508,0.658651
1510,0.882867
1511,0.831956
1513,0.536177
1514,0.760103
1518,0.925081
1519,0.369738
1520,0.756398
1522,0.896859
1523,0.73688
1524,0.679337
1527,0.929816
1528,0.878694
1529,0.732274
1530,0.763571
1532,0.83325
1534,0.512429
1536,0.965095
1537,0.720325
1540,0.674123
1543,0.496462
1546,0.864367
1549,0.690357
1553,0.840558
1558,0.743374
1560,0.832981
1561,0.845506
1562,0.760899
1565,0.354792
1573,0.485278
1576,0.771948
1577,0.959523
1579,0.467243
1580,0.916441
1581,0.667726
1582,0.370243
1584,0.783481
1586,0.815775
1588,0.772438
1589,0.81284
1595,0.745082
1598,0.402243
1599,0.990244
1600,0.647676
1605,0.62141
1609,0.66924
1610,0.671182
1615,0.887737
1617,0.9048
1619,0.811973
1621,0.908971
1622,0.391589
1628,0.80169
1629,0.926934
1630,0.755744
1631,0.916288
1633,0.843419
1636,0.7061
1637,0.795938
1638,0.892736
1643,0.868939
1644,0.811166
1645,0.891299
1646,0.622047
1647,0.838958
1648,0.92075
1650,0.582108
1651,0.835024
1652,0.912905
1654,0.86291
1655,0.986638
1657,0.968513
1658,0.982221
1663,0.283385
1665,0.965899
1666,0.75765
1669,0.916023
1675,0.832156
1678,0.904679
1679,0.741712
1680,0.506123
1681,0.873276
1684,0.944401
1687,0.427337
1688,0.785805
1692,0.884784
1694,0.835056
1695,0.780174
1696,0.746992
1697,0.457729
1698,0.668971
1699,0.934513
1700,0.36639
1701,0.863061
1704,0.426105
1705,0.665625
1706,0.712784
1708,0.980348
1709,0.893036
1712,0.503065
1713,0.658646
1715,0.628397
1718,0.965296
1720,0.509834
1721,0.811819
1724,0.895358
1725,0.791716
1726,0.118408
1728,0.778697
1729,0.903701
1738,0.601615
1739,0.833921
1741,0.842161
1743,0.876337
1745,0.41377
1750,0.654159
1751,0.803593
1753,0.908642
1755,0.612841
1757,0.820272
1758,0.715881
1759,0.822306
1762,0.720353
1763,0.668237
1767,0.982591
1769,0.688082
1770,0.98998
1778,0.880691
1781,0.887494
1784,0.889009
1786,0.329003
1787,0.881186
1788,0.909569
1789,0.917497
1790,0.58779
1794,0.0309731
1795,0.843686
1797,0.945139
1801,0.835049
1802,0.868416
1809,0.969848
1810,0.877193
1811,0.802596
1816,0.73603
1817,0.775029
1818,0.573739
1820,0.601633
1821,0.664752
1822,0.215763
1823,0.906953
1829,0.754233
1833,0.88204
1834,0.802565
1836,0.789554
1837,0.953206
1839,0.842251
1842,0.757374
1845,0.966305
1849,0.733664
1851,0.942309
1852,0.595904
1853,0.695921
1855,0.911563
1856,0.765305
1857,0.935528
1859,0.901419
1860,0.482692
1861,0.893262
1862,0.861461
1864,0.864845
1865,0.741506
1869,0.848576
1871,0.47882
1872,0.959705
1873,0.744124
1874,0.667881
1875,0.37024
1878,0.857664
1879,0.806685
1880,0.577212
1882,0.936107
1887,0.883056
1893,0.614791
1896,0.776218
1900,0.788479
1902,0.871161
1904,0.960331
1906,0.600166
1907,0.897086
1909,0.767314
1911,0.798141
1913,0.555576
1915,0.804197
1917,0.144778
1918,0.647443
1919,0.655977
1921,0.814666
1922,0.962918
1923,0.940434
1926,0.572267
1927,0.477472
1928,0.819292
1929,0.8789
1931,0.802902
1932,0.758801
1938,0.952909
1940,0.404483
1941,0.691106
1942,0.750902
1944,0.594643
1948,0.604741
1949,0.785342
1951,0.897346
1953,0.865096
1954,0.78348
1955,0.989391
1956,0.831112
1957,0.939714
1958,0.985761
1959,0.877075
1961,0.812367
1962,0.72237
1965,0.791543
1969,0.810345
1971,0.646669
1978,0.973588
1982,0.972693
1984,0.625658
1985,0.862808
1986,0.754716
1987,0.738263
1988,0.533891
1989,0.792552
1990,0.660256
1991,0.900788
1993,0.945542
1994,0.824946
1999,0.729487
2000,0.850653
2001,0.570983
2002,0.935183
2003,0.399713
2004,0.582591
2008,0.97113
2011,0.763604
2013,0.897463
2017,0.959797
2020,0.814207
2021,0.948424
2024,0.870819
2026,0.470385
2031,0.81091
2035,0.51724
2039,0.955823
2040,0.866234
2044,0.878833
2045,0.898282
2046,0.636729
2047,0.686409
2048,0.841328
2052,0.816278
2053,0.816618
2054,0.712619
2055,0.788952
2058,0.810296
2059,0.72506
2060,0.503826
2063,0.806573
2064,0.60515
2065,0.973203
2066,0.89972
2070,0.365608
2073,0.894886
2076,0.863042
2077,0.101875
2078,0.840043
2082,0.967357
2084,0.838054
2086,0.603375
2088,0.940368
2090,0.88889
2091,0.871165
2095,0.735971
2097,0.832996
2101,0.827204
2102,0.488987
2105,0.746092
2106,0.658413
2107,0.927497
2110,0.665009
2113,0.987968
2114,0.671442
2115,0.63215
2118,0.726097
2119,0.709608
2120,0.688458
2122,0.691918
2128,0.934774
2129,0.679502
2132,0.808591
2136,0.733439
2139,0.770067
2140,0.423379
2141,0.348129
2142,0.798905
2143,0.752365
2146,0.495346
2147,0.786894
2148,0.597879
2151,0.627132
2153,0.855209
2154,0.941367
2156,0.375312
2161,0.974197
2162,0.725401
2163,0.960719
2164,0.688362
2165,0.963332
2168,0.969044
2169,0.714769
2175,0.922204
2176,0.794244
2177,0.774729
2178,0.537299
2182,0.899721
2184,0.50989
2191,0.742814
2193,0.919248
2194,0.831264
2196,0.943291
2198,0.701205
2199,0.728511
2200,0.693967
2202,0.93825
2209,0.932209
2213,0.107055
2217,0.960555
2218,0.50103
2224,0.682791
2225,0.0751866
2231,0.959156
2233,0.826256
2234,0.823929
2235,0.526877
2237,0.766065
2238,0.472513
2240,0.517163
2242,0.800658
2244,0.666605
2246,0.96808
2247,0.690609
2248,0.983671
2249,0.951074
2250,0.950376
2252,0.723959
2254,0.713304
2257,0.822981
2258,0.833732
2262,0.627973
2265,0.796849
2268,0.934615
2270,0.87085
2280,0.899182
2281,0.980268
2283,0.960307
2285,0.146468
2289,0.96227
2290,0.655273
2291,0.843983
2293,0.92856
2294,0.714192
2295,0.880255
2300,0.811413
2304,0.920667
2307,0.569185
2310,0.966851
2312,0.834868
2313,0.316727
2318,0.673204
2319,0.827774
2322,0.627016
2324,0.87384
2326,0.942317
2328,0.732295
2331,0.837082
2334,0.0596833
2335,0.704827
2336,0.830839
2339,0.929099
2340,0.881854
2341,0.971984
2344,0.991357
2349,0.939035
2352,0.939878
2353,0.842616
2357,0.476418
2362,0.674677
2364,0.67839
2365,0.571586
2366,0.712988
2367,0.640677
2368,0.835055
2370,0.976119
2373,0.83543
2375,0.70254
2376,0.961293
2377,0.918614
2382,0.970702
2384,0.759665
2385,0.827475
2388,0.782674
2389,0.480845
2390,0.881499
2391,0.792615
2393,0.923778
2396,0.790946
2397,0.507009
2398,0.971396
2399,0.762004
2400,0.901698
2401,0.483483
2402,0.960941
2404,0.546708
2406,0.946392
2408,0.649124
2409,0.872767
2410,0.800735
2411,0.757941
2413,0.784137
2415,0.752515
2417,0.920168
2422,0.938266
2423,0.443948
2424,0.837462
2426,0.969857
2429,0.743594
2430,0.556563
2432,0.403878
2433,0.783645
2436,0.980483
2437,0.923227
2438,0.866342
2439,0.847435
2440,0.524023
2444,0.654624
2445,0.496314
2446,0.609823
2454,0.859704
2455,0.763418
2456,0.955346
2458,0.46415
2459,0.376703
2460,0.558579
2461,0.920679
2462,0.635531
2464,0.683792
2465,0.871763
2467,0.981741
2468,0.931428
2474,0.684894
2480,0.589108
2481,0.683108
2484,0.711705
2485,0.693265
2486,0.842577
2487,0.692009
2491,0.884877
2493,0.813325
2496,0.931323
2497,0.89821
2501,0.819196
2504,0.696566
2505,0.490372
2506,0.576642
2508,0.732115
2509,0.543769
2513,0.425613
2516,0.79735
2520,0.647901
2521,0.641889
2523,0.825739
2524,0.904082
2526,0.992078
2528,0.860944
2529,0.946453
2530,0.897693
2531,0.9388
2532,0.909523
2536,0.780366
2537,0.739214
2540,0.959242
2541,0.750861
2542,0.737695
2543,0.435727
2546,0.551651
2547,0.731183
2550,0.696049
2551,0.807502
2555,0.806194
2556,0.920749
2558,0.862864
2559,0.983995
2560,0.956448
2562,0.983159
2563,0.0326199
2564,0.96626
2565,0.7299
2568,0.866683
2569,0.764702
2570,0.656069
2572,0.795767
2573,0.831506
2574,0.508584
2575,0.857048
2576,0.852129
2582,0.848884
2583,0.224151
2586,0.680327
2590,0.597997
2591,0.693435
2592,0.875644
2593,0.973752
2595,0.831845
2596,0.931603
2597,0.669017
2598,0.694031
2600,0.960268
2601,0.841371
2603,0.365417
2604,0.828525
2605,0.921136
2606,0.975337
2608,0.832788
2609,0.871889
2610,0.805961
2611,0.850981
2614,0.900468
2615,0.852248
2616,0.673755
2618,0.52693
2620,0.685112
2623,0.808738
2624,0.992152
2625,0.748371
2627,0.636555
2629,0.814878
2630,0.815176
2631,0.961902
2632,0.97049
2633,0.802221
2634,0.810515
2635,0.562861
2636,0.889817
2637,0.654811
2638,0.974421
2641,0.705847
2643,0.685318
2644,0.250406
2647,0.726442
2648,0.855995
2649,0.95322
2651,0.526013
2654,0.864944
2655,0.776097
2656,0.949968
2659,0.405637
2661,0.685937
2662,0.696593
2664,0.954899
2665,0.71529
2666,0.92992
2667,0.819095
2668,0.739958
2671,0.124015
2673,0.880167
2676,0.56813
2678,0.655109
2680,0.911879
2681,0.984831
2683,0.65467
2687,0.498936
2688,0.883403
2689,0.795155
2691,0.900976
2693,0.909314
2695,0.823593
2697,0.53294
2699,0.958963
2701,0.625807
2702,0.782564
2703,0.862457
2706,0.93278
2707,0.949858
2708,0.925911
2709,0.857743
2714,0.749905
2715,0.500617
2716,0.731661
2717,0.960197
2719,0.835702
2721,0.911247
2722,0.653794
2723,0.714885
2724,0.65676
2727,0.984414
2730,0.873423
2731,0.774642
2736,0.892035
2738,0.812445
2740,0.915919
2744,0.729339
2745,0.142573
2748,0.614245
2749,0.257666
2750,0.782678
2751,0.429887
2752,0.754879
2754,0.754018
2755,0.881239
2756,0.962938
2757,0.972528
2758,0.883003
2759,0.915478
2760,0.965219
2761,0.092161
2762,0.797222
2763,0.823506
2764,0.588283
2765,0.898714
2768,0.65969
2769,0.125005
2770,0.248918
2776,0.903792
2778,0.980008
2788,0.707335
2789,0.685605
2791,0.78811
2792,0.507579
2793,0.944712
2797,0.757957
2799,0.915389
2800,0.985245
2801,0.640999
2805,0.865195
2806,0.460064
2807,0.0587973
2808,0.735763
2811,0.888122
2820,0.916523
2822,0.924718
2824,0.949424
2826,0.955717
2827,0.84789
2828,0.905951
2829,0.567475
2832,0.828765
2835,0.971621
2836,0.780112
2839,0.725267
2840,0.889943
2841,0.740801
2843,0.864168
2849,0.377132
2850,0.733998
2854,0.843777
2856,0.848496
2857,0.876181
2859,0.682452
2860,0.981388
2863,0.94423
2864,0.650264
2865,0.697637
2870,0.829462
2871,0.553132
2872,0.687972
2873,0.708894
2874,0.887288
2876,0.981191
2877,0.558296
2878,0.977193
2880,0.800094
2882,0.824066
2884,0.537982
2885,0.578585
2886,0.576311
2887,0.851077
2894,0.580385
2897,0.781328
2900,0.836544
2903,0.792484
2904,0.899061
2906,0.839232
2908,0.916334
2909,0.600479
2910,0.402414
2911,0.453927
2912,0.827089
2913,0.969947
2915,0.782108
2916,0.558365
2918,0.753936
2924,0.793819
2925,0.79484
2928,0.931564
2929,0.445668
2934,0.892982
2935,0.472947
2938,0.73856
2940,0.613467
2941,0.617828
2942,0.884069
2944,0.87993
2946,0.831858
2947,0.621911
2948,0.795715
2950,0.898432
2952,0.925396
2953,0.897219
2954,0.865103
2956,0.564037
2958,0.571277
2959,0.526147
2961,0.670917
2963,0.677746
2965,0.982532
2967,0.828706
2971,0.689993
2973,0.973885
2974,0.539379
2980,0.857956
2982,0.764932
2983,0.484337
2986,0.87683
2987,0.74861
2988,0.70246
2993,0.926864
2995,0.538012
2998,0.643899
3003,0.833391
3005,0.94763
3006,0.838429
3007,0.790847
3011,0.6431
3013,0.898032
3014,0.42196
3019,0.732802
3020,0.916043
3022,0.683548
3023,0.559668
3024,0.572886
3025,0.545583
3027,0.839411
3029,0.797015
3030,0.595003
3031,0.866526
3032,0.970134
3033,0.563223
3037,0.840577
3041,0.661371
3042,0.754977
3044,0.92752
3045,0.698768
3048,0.789107
3049,0.860142
3053,0.883024
3055,0.768568
3057,0.90945
3058,0.602192
3059,0.723675
3060,0.733293
3061,0.929831
3063,0.814209
3064,0.835411
3065,0.53315
3066,0.967762
3067,0.73558
3068,0.964707
3069,0.922478
3070,0.938512
3071,0.880443
3072,0.866217
3075,0.950029
3077,0.819652
3080,0.886377
3081,0.96042
3082,0.812205
3083,0.984433
3086,0.936151
3089,0.944318
3090,0.795875
3091,0.823662
3092,0.821669
3093,0.954165
3094,0.944793
3097,0.979817
3099,0.718335
3102,0.988963
3103,0.855519
3105,0.978185
3106,0.966961
3107,0.854135
3108,0.919556
3109,0.474822
3114,0.752138
3116,0.399509
3117,0.698481
3119,0.898383
3121,0.735563
3123,0.905796
3124,0.979056
3125,0.887116
3126,0.6347
3128,0.715721
3129,0.873864
3130,0.602003
3131,0.958798
3132,0.883302
3133,0.794707
3134,0.759408
3135,0.700566
3136,0.912258
3137,0.977534
3140,0.91356
3141,0.769094
3143,0.705993
3144,0.815304
3145,0.704635
3147,0.569099
3149,0.726788
3151,0.707012
3154,0.515603
3156,0.885972
3157,0.422752
3158,0.545502
3160,0.739139
3161,0.925975
3162,0.937177
3164,0.926049
3165,0.600863
3168,0.565355
3171,0.934315
3173,0.746171
3174,0.931637
3175,0.472223
3176,0.947336
3177,0.609412
3178,0.704097
3181,0.443864
3182,0.631915
3186,0.969186
3188,0.946716
3190,0.91658
3192,0.822085
3194,0.594134
3195,0.874551
3197,0.745923
3198,0.716759
3202,0.80016
3203,0.611015
3204,0.733273
3207,0.699826
3208,0.803269
3209,0.659138
3210,0.786053
3212,0.108732
3213,0.825465
3214,0.880915
3219,0.614535
3222,0.906824
3224,0.463591
3227,0.604634
3229,0.665141
3230,0.59551
3231,0.800733
3232,0.482778
3233,0.875376
3234,0.980188
3235,0.76234
3237,0.804871
3238,0.942705
3239,0.965619
3240,0.994738
3241,0.848221
3242,0.788543
3243,0.918163
3244,0.7019
3255,0.709844
3256,0.940741
3257,0.769713
3258,0.87837
3259,0.752145
3260,0.796274
3262,0.934691
3263,0.86676
3264,0.725714
3266,0.849043
3267,0.872703
3268,0.681255
3271,0.754216
3274,0.52962
3275,0.981286
3276,0.783823
3277,0.633073
3278,0.462857
3279,0.854779
3280,0.920462
3281,0.642951
3282,0.75715
3283,0.667972
3284,0.508952
3288,0.694637
3290,0.97937
3292,0.832424
3293,0.715721
3295,0.981471
3296,0.796126
3297,0.614731
3299,0.801478
3300,0.894739
3301,0.79978
3307,0.805617
3308,0.559466
3309,0.9349
3311,0.78509
3312,0.0602867
3313,0.79192
3321,0.634402
3322,0.758331
3323,0.701059
3325,0.82077
3326,0.937194
3327,0.972439
3328,0.802511
3330,0.886757
3332,0.588168
3333,0.937967
3337,0.36593
3343,0.852133
3344,0.819091
3345,0.543296
3346,0.65315
3350,0.848826
3352,0.922015
3354,0.953304
3355,0.704882
3360,0.890039
3361,0.61141
3364,0.904386
3365,0.7922
3367,0.553489
3370,0.735667
3371,0.408306
3372,0.975224
3374,0.914325
3378,0.618003
3379,0.955135
3380,0.860147
3382,0.721826
3383,0.542685
3384,0.626228
3385,0.779571
3387,0.974511
3388,0.976972
3389,0.757546
3390,0.822694
3392,0.919375
3393,0.857944
3394,0.899083
3395,0.93886
3398,0.558488
3399,0.0963233
3400,0.926098
3403,0.842638
3405,0.737698
3406,0.883954
3407,0.51919
3408,0.802687
3410,0.578552
3414,0.644263
3417,0.991973
3418,0.939593
3421,0.752606
3422,0.90216
3426,0.885146
3427,0.869806
3435,0.604901
3436,0.974413
3437,0.832035
3438,0.752677
3439,0.409399
3442,0.98675
3443,0.777242
3444,0.712719
3445,0.723288
3449,0.563233
3450,0.53098
3451,0.914396
3452,0.988528
3453,0.869421
3456,0.372919
3457,0.747618
3458,0.694101
3459,0.597679
3462,0.674371
3466,0.589491
3471,0.617483
3472,0.580736
3474,0.944599
3475,0.947894
3477,0.887578
3478,0.965949
3479,0.786878
3480,0.75817
3482,0.478313
3485,0.608543
3487,0.950051
3488,0.0503522
3493,0.886856
3495,0.914666
3498,0.765622
3500,0.868783
3502,0.628024
3503,0.890216
3504,0.49219
3506,0.783781
3507,0.779363
3508,0.980547
3509,0.91856
3510,0.757279
3511,0.949752
3512,0.859618
3513,0.906163
3515,0.158431
3516,0.751953
3519,0.874848
3521,0.953715
3522,0.86983
3530,0.872902
3531,0.945282
3533,0.63991
3538,0.856484
3539,0.963175
3541,0.90693
3542,0.614807
3543,0.848126
3544,0.883027
3546,0.847897
3547,0.868849
3549,0.880191
3551,0.671487
3555,0.971397
3557,0.395337
3558,0.909607
3559,0.921673
3560,0.373139
3561,0.654303
3563,0.846213
3566,0.532479
