,weather_1,weather_2,weather_3,weather_4,weather_6,weather_8,weather_9,temperature,pm25
20160101125,0,1,0,0,0,0,0,8,141
20160101126,0,1,0,0,0,0,0,8,141
20160101127,0,1,0,0,0,0,0,8,137
20160101128,0,0.833333333,0.166666667,0,0,0,0,8,135.6666667
20160101129,0,0.666666667,0.333333333,0,0,0,0,8,133
20160101130,0,0.666666667,0.333333333,0,0,0,0,8,133
20160101131,0,0.833333333,0.166666667,0,0,0,0,8,133
20160101132,0,1,0,0,0,0,0,8,131.3333333
20160101133,0,1,0,0,0,0,0,8,129.6666667
20160101134,0,1,0,0,0,0,0,8,128
20160101135,0,1,0,0,0,0,0,8,128
20160101136,0,1,0,0,0,0,0,8,128
20160101137,0,1,0,0,0,0,0,8,128
20160101138,0,1,0,0,0,0,0,8,127.3333333
20160101139,0,1,0,0,0,0,0,8,126.6666667
20160101140,0,1,0,0,0,0,0,8,126
20160101141,0,1,0,0,0,0,0,8,126
20160101142,0,1,0,0,0,0,0,8,126
20160101143,0,1,0,0,0,0,0,8,126
20160101144,0,1,0,0,0,0,0,8,127.6666667
20160102005,0,1,0,0,0,0,0,8,131
20160102006,0,1,0,0,0,0,0,8,134
20160102007,0,1,0,0,0,0,0,8,137
20160102008,0,1,0,0,0,0,0,8,140
20160102009,0,1,0,0,0,0,0,8,140
20160102010,0,1,0,0,0,0,0,8,140
20160102011,0,1,0,0,0,0,0,8,140
20160102012,0,1,0,0,0,0,0,8,147.6666667
20160102013,0,1,0,0,0,0,0,8,155.3333333
20160102014,0,1,0,0,0,0,0,8,163
20160102015,0,1,0,0,0,0,0,8,163
20160102016,0,1,0,0,0,0,0,8,163
20160102017,0,1,0,0,0,0,0,8,163
20160102018,0,1,0,0,0,0,0,8,166.3333333
20160102019,0,1,0,0,0,0,0,8,169.6666667
20160102020,0,1,0,0,0,0,0,8,173
20160102021,0,1,0,0,0,0,0,8,173
20160102022,0,1,0,0,0,0,0,8,173
20160102023,0,1,0,0,0,0,0,8,173
20160102024,0,1,0,0,0,0,0,8,175
20160102025,0,1,0,0,0,0,0,8,177
20160102026,0,1,0,0,0,0,0,8,179
20160102027,0,1,0,0,0,0,0,8,179
20160102028,0,1,0,0,0,0,0,8,179
20160102029,0,1,0,0,0,0,0,8,179
20160102030,0,1,0,0,0,0,0,8,179
20160102031,0,1,0,0,0,0,0,8,179
20160102032,0,1,0,0,0,0,0,8,179
20160102033,0,1,0,0,0,0,0,8,179
20160102034,0,1,0,0,0,0,0,7.833333333,179
20160102035,0,1,0,0,0,0,0,7.5,179
20160102036,0,1,0,0,0,0,0,7.166666667,179
20160102037,0,1,0,0,0,0,0,7,177.3333333
20160102038,0,1,0,0,0,0,0,7,175.6666667
20160102039,0,1,0,0,0,0,0,7,174
20160102040,0,1,0,0,0,0,0,7,174
20160102041,0,1,0,0,0,0,0,7,174
20160102042,0,1,0,0,0,0,0,7,172.6666667
20160102043,0,1,0,0,0,0,0,7,171.3333333
20160102044,0,1,0,0,0,0,0,7,170
20160102045,0,1,0,0,0,0,0,7,170
20160102046,0,1,0,0,0,0,0,7,170
20160102047,0,1,0,0,0,0,0,7,170
20160102048,0,1,0,0,0,0,0,6.833333333,168.6666667
20160102049,0,1,0,0,0,0,0,6.666666667,167.3333333
20160102050,0,1,0,0,0,0,0,6.666666667,166
20160102051,0,1,0,0,0,0,0,6.833333333,166
20160102052,0,1,0,0,0,0,0,7,166
20160102053,0,1,0,0,0,0,0,7,166
20160102054,0,1,0,0,0,0,0,7.166666667,164
20160102055,0,1,0,0,0,0,0,7.5,162
20160102056,0,1,0,0,0,0,0,7.833333333,160
20160102057,0,1,0,0,0,0,0,8,160
20160102058,0,1,0,0,0,0,0,8.166666667,160
20160102059,0,1,0,0,0,0,0,8.5,160
20160102060,0,1,0,0,0,0,0,8.833333333,160
20160102061,0,0.833333333,0.166666667,0,0,0,0,9,160
20160102062,0,0.5,0.5,0,0,0,0,9,160
20160102063,0,0.166666667,0.833333333,0,0,0,0,9.333333333,160
20160102064,0,0,1,0,0,0,0,9.833333333,160
20160102065,0,0,1,0,0,0,0,10.5,160
20160102066,0,0,1,0,0,0,0,11.16666667,160.3333333
20160102067,0,0,1,0,0,0,0,11.66666667,160.6666667
20160102068,0,0,1,0,0,0,0,12,161
20160102069,0,0,1,0,0,0,0,12.16666667,161
20160102070,0,0,1,0,0,0,0,12.5,161
20160102071,0,0,1,0,0,0,0,13,161
20160102072,0,0,1,0,0,0,0,13.5,163
20160102073,0,0,1,0,0,0,0,13.83333333,165
20160102074,0,0,0.833333333,0,0,0,0.166666667,14.33333333,167
20160102075,0,0.166666667,0.5,0,0,0,0.333333333,14.66666667,167
20160102076,0,0.5,0.166666667,0,0,0,0.333333333,15,167
20160102077,0,0.833333333,0,0,0,0,0.166666667,15,167
20160102078,0,1,0,0,0,0,0,15,163.3333333
20160102079,0,1,0,0,0,0,0,15,159.6666667
20160102080,0,1,0,0,0,0,0,15,156
20160102081,0,1,0,0,0,0,0,15,156
20160102082,0,1,0,0,0,0,0,15,156
20160102083,0,1,0,0,0,0,0,15,156
20160102084,0,1,0,0,0,0,0,15,151.3333333
20160102085,0,1,0,0,0,0,0,15.33333333,146.6666667
20160102086,0,1,0,0,0,0,0,15.66666667,142
20160102087,0,1,0,0,0,0,0,16,142
20160102088,0,1,0,0,0,0,0,16,142
20160102089,0,1,0,0,0,0,0,16,142
20160102090,0,1,0,0,0,0,0,16,142
20160102091,0,1,0,0,0,0,0,16,132.6666667
20160102092,0,0.833333333,0,0,0,0,0.166666667,16,123.3333333
20160102093,0,0.666666667,0,0,0,0,0.333333333,16.16666667,114
20160102094,0,0.666666667,0,0,0,0,0.333333333,16.5,114
20160102095,0,0.833333333,0,0,0,0,0.166666667,16.83333333,114
20160102096,0,1,0,0,0,0,0,17.16666667,110.3333333
20160102097,0,1,0,0,0,0,0,17.33333333,106.6666667
20160102098,0,1,0,0,0,0,0,17.33333333,103
20160102099,0,1,0,0,0,0,0,17.16666667,103
20160102100,0,1,0,0,0,0,0,17,103
20160102101,0,1,0,0,0,0,0,17,103
20160102102,0,1,0,0,0,0,0,16.83333333,99
20160102103,0,1,0,0,0,0,0,16.5,95
20160102104,0,1,0,0,0,0,0,16,91
20160102105,0,1,0,0,0,0,0,15.5,91
20160102106,0,1,0,0,0,0,0,15.16666667,91
20160102107,0,1,0,0,0,0,0,14.66666667,91
20160102108,0,1,0,0,0,0,0,14.33333333,89
20160102109,0,1,0,0,0,0,0,13.83333333,87
20160102110,0,0.833333333,0,0,0,0,0.166666667,13.83333333,85
20160102111,0,0.666666667,0,0,0,0,0.333333333,13.83333333,85
20160102112,0,0.666666667,0,0,0,0,0.333333333,13.83333333,85
20160102113,0,0.833333333,0,0,0,0,0.166666667,13.66666667,85
20160102114,0,1,0,0,0,0,0,13.5,85.33333333
20160102115,0,1,0,0,0,0,0,13.33333333,85.66666667
20160102116,0,1,0,0,0,0,0,13.16666667,86
20160102117,0,1,0,0,0,0,0,13,86
20160102118,0,1,0,0,0,0,0,13,86
20160102119,0,1,0,0,0,0,0,13,86
20160102120,0,1,0,0,0,0,0,13,90.66666667
20160102121,0,1,0,0,0,0,0,12.66666667,95.33333333
20160102122,0,1,0,0,0,0,0,12.66666667,100
20160102123,0,1,0,0,0,0,0,12.5,100
20160102124,0,1,0,0,0,0,0,12.5,100
20160102125,0,1,0,0,0,0,0,12.16666667,100
20160102126,0,1,0,0,0,0,0,11.83333333,106
20160102127,0,1,0,0,0,0,0,11.66666667,112
20160102128,0,0.833333333,0.166666667,0,0,0,0,11.66666667,118
20160102129,0,0.666666667,0.333333333,0,0,0,0,11.5,118
20160102130,0,0.666666667,0.333333333,0,0,0,0,11.33333333,118
20160102131,0,0.833333333,0.166666667,0,0,0,0,11,118
20160102132,0,1,0,0,0,0,0,11,122.3333333
20160102133,0,0.833333333,0,0.166666667,0,0,0,11,126.6666667
20160102134,0,0.5,0,0.5,0,0,0,11,131
20160102135,0,0.166666667,0,0.833333333,0,0,0,11,131
20160102136,0,0,0,1,0,0,0,11,131
20160102137,0,0,0,1,0,0,0,11,131
20160102138,0,0,0,1,0,0,0,10.83333333,136
20160102139,0,0,0,1,0,0,0,10.5,141
20160102140,0,0,0,1,0,0,0,10.16666667,146
20160102141,0,0,0,1,0,0,0,10.16666667,146
20160102142,0,0,0,1,0,0,0,10.33333333,146
20160102143,0,0,0,1,0,0,0,10.33333333,146
20160102144,0,0,0,1,0,0,0,10.16666667,147.6666667
20160103005,0,0,0,1,0,0,0,10,151
20160103006,0,0,0,1,0,0,0,10,149.6666667
20160103007,0,0,0,1,0,0,0,10,148.3333333
20160103008,0,0,0,1,0,0,0,10,147
20160103009,0,0,0,1,0,0,0,10,147
20160103010,0,0,0,1,0,0,0,10,147
20160103011,0,0,0,1,0,0,0,10,147
20160103012,0,0,0,1,0,0,0,10,151.6666667
20160103013,0,0,0,1,0,0,0,10,156.3333333
20160103014,0,0,0,1,0,0,0,10,161
20160103015,0,0,0,1,0,0,0,10,161
20160103016,0,0,0,1,0,0,0,10,161
20160103017,0,0,0,1,0,0,0,10,161
20160103018,0,0,0,1,0,0,0,10,159
20160103019,0,0,0,1,0,0,0,10,157
20160103020,0,0,0,1,0,0,0,10,155
20160103021,0,0,0,1,0,0,0,10,155
20160103022,0,0,0,1,0,0,0,10,155
20160103023,0,0,0,1,0,0,0,10,155
20160103024,0,0,0,1,0,0,0,10,155
20160103025,0,0,0,1,0,0,0,10,155
20160103026,0,0,0,1,0,0,0,10,155
20160103027,0,0,0,1,0,0,0,10,155
20160103028,0,0,0,1,0,0,0,10,155
20160103029,0,0,0,1,0,0,0,10,155
20160103030,0,0,0,1,0,0,0,10,155
20160103031,0,0,0,1,0,0,0,10,152.6666667
20160103032,0,0,0,1,0,0,0,10,150.3333333
20160103033,0,0,0,1,0,0,0,10,148
20160103034,0,0,0,1,0,0,0,10,148
20160103035,0,0,0,1,0,0,0,10,148
20160103036,0,0,0,1,0,0,0,9.833333333,147
20160103037,0,0,0,1,0,0,0,9.5,146
20160103038,0,0,0,1,0,0,0,9.166666667,145
20160103039,0,0,0,1,0,0,0,9,145
20160103040,0,0,0,1,0,0,0,9,145
20160103041,0,0,0,1,0,0,0,9,145
20160103042,0,0,0,1,0,0,0,9,145
20160103043,0,0.166666667,0,0.833333333,0,0,0,9,144
20160103044,0,0.5,0,0.5,0,0,0,9,143
20160103045,0,0.833333333,0,0.166666667,0,0,0,9,142
20160103046,0,1,0,0,0,0,0,9,142
20160103047,0,1,0,0,0,0,0,9,142
20160103048,0,1,0,0,0,0,0,9,142
20160103049,0,1,0,0,0,0,0,9,141
20160103050,0,1,0,0,0,0,0,9,140
20160103051,0,1,0,0,0,0,0,9,139
20160103052,0,1,0,0,0,0,0,9,139
20160103053,0,1,0,0,0,0,0,9,139
20160103054,0,1,0,0,0,0,0,9.166666667,139.3333333
20160103055,0,1,0,0,0,0,0,9.5,139.6666667
20160103056,0,0.833333333,0.166666667,0,0,0,0,9.833333333,140
20160103057,0,0.666666667,0.333333333,0,0,0,0,10,140
20160103058,0,0.666666667,0.333333333,0,0,0,0,10.33333333,140
20160103059,0,0.833333333,0.166666667,0,0,0,0,10.66666667,140
20160103060,0,1,0,0,0,0,0,11,141
20160103061,0,1,0,0,0,0,0,11.16666667,142
20160103062,0,1,0,0,0,0,0,11.83333333,143
20160103063,0,1,0,0,0,0,0,12.5,143
20160103064,0,1,0,0,0,0,0,13,143
20160103065,0,1,0,0,0,0,0,13.16666667,143
20160103066,0,1,0,0,0,0,0,13.5,143
20160103067,0,1,0,0,0,0,0,13.83333333,144
20160103068,0,1,0,0,0,0,0,14,145
20160103069,0,1,0,0,0,0,0,14.16666667,146
20160103070,0,1,0,0,0,0,0,14.5,146
20160103071,0,1,0,0,0,0,0,14.83333333,146
20160103072,0,1,0,0,0,0,0,15.33333333,150.3333333
20160103073,0,1,0,0,0,0,0,15.66666667,154.6666667
20160103074,0,1,0,0,0,0,0,16,159
20160103075,0,1,0,0,0,0,0,16.16666667,159
20160103076,0,1,0,0,0,0,0,16.5,159
20160103077,0,1,0,0,0,0,0,16.83333333,159
20160103078,0,1,0,0,0,0,0,17,161.6666667
20160103079,0,1,0,0,0,0,0,17,164.3333333
20160103080,0,1,0,0,0,0,0,17,167
20160103081,0,1,0,0,0,0,0,17,167
20160103082,0,1,0,0,0,0,0,17,167
20160103083,0,1,0,0,0,0,0,17.33333333,167
20160103084,0,1,0,0,0,0,0,17.66666667,167
20160103085,0,1,0,0,0,0,0,18,167
20160103086,0,1,0,0,0,0,0,18,167
20160103087,0,1,0,0,0,0,0,18.16666667,167
20160103088,0,1,0,0,0,0,0,18.5,167
20160103089,0,1,0,0,0,0,0,18.83333333,162
20160103090,0,1,0,0,0,0,0,19,149.6666667
20160103091,0,1,0,0,0,0,0,19,137.3333333
20160103092,0,1,0,0,0,0,0,19,130
20160103093,0,1,0,0,0,0,0,19,130
20160103094,0,1,0,0,0,0,0,19,130
20160103095,0,1,0,0,0,0,0,19,130
20160103096,0,1,0,0,0,0,0,19,130.6666667
20160103097,0,1,0,0,0,0,0,19,131.3333333
20160103098,0,1,0,0,0,0,0,19,132
20160103099,0,1,0,0,0,0,0,19,132
20160103100,0,1,0,0,0,0,0,19,132
20160103101,0,1,0,0,0,0,0,19,132
20160103102,0,1,0,0,0,0,0,18.66666667,132.6666667
20160103103,0,1,0,0,0,0,0,18.33333333,133.3333333
20160103104,0,1,0,0,0,0,0,18,134
20160103105,0,1,0,0,0,0,0,17.66666667,134
20160103106,0,1,0,0,0,0,0,17.33333333,134
20160103107,0,1,0,0,0,0,0,17,134
20160103108,0,1,0,0,0,0,0,17,135.6666667
20160103109,0,1,0,0,0,0,0,16.66666667,137.3333333
20160103110,0,1,0,0,0,0,0,16.33333333,139
20160103111,0,1,0,0,0,0,0,16,139
20160103112,0,1,0,0,0,0,0,16,139
20160103113,0,1,0,0,0,0,0,15.66666667,139
20160103114,0,1,0,0,0,0,0,15.33333333,139
20160103115,0,1,0,0,0,0,0,15,143.6666667
20160103116,0,1,0,0,0,0,0,15,148.3333333
20160103117,0,1,0,0,0,0,0,15,153
20160103118,0,1,0,0,0,0,0,15,153
20160103119,0,1,0,0,0,0,0,15,153
20160103120,0,1,0,0,0,0,0,15,159.3333333
20160103121,0,1,0,0,0,0,0,15,165.6666667
20160103122,0,1,0,0,0,0,0,15,172
20160103123,0,1,0,0,0,0,0,15,172
20160103124,0,1,0,0,0,0,0,15,172
20160103125,0,1,0,0,0,0,0,15,172
20160103126,0,1,0,0,0,0,0,15,177.3333333
20160103127,0,1,0,0,0,0,0,15,182.6666667
20160103128,0,0.833333333,0.166666667,0,0,0,0,15,188
20160103129,0,0.666666667,0.333333333,0,0,0,0,15,188
20160103130,0,0.666666667,0.333333333,0,0,0,0,15,188
20160103131,0,0.833333333,0.166666667,0,0,0,0,15,188
20160103132,0,1,0,0,0,0,0,15,189.6666667
20160103133,0,1,0,0,0,0,0,14.83333333,191.3333333
20160103134,0,1,0,0,0,0,0,14.5,193
20160103135,0,1,0,0,0,0,0,14.16666667,193
20160103136,0,1,0,0,0,0,0,14,193
20160103137,0,1,0,0,0,0,0,14,193
20160103138,0,1,0,0,0,0,0,14,192.6666667
20160103139,0,1,0,0,0,0,0,14,192.3333333
20160103140,0,1,0,0,0,0,0,14,192
20160103141,0,1,0,0,0,0,0,14,192
20160103142,0,1,0,0,0,0,0,14,192
20160103143,0,1,0,0,0,0,0,14,192
20160103144,0,1,0,0,0,0,0,13.83333333,190.3333333
20160104005,0,1,0,0,0,0,0,13,187
20160104006,0,1,0,0,0,0,0,13,188.6666667
20160104007,0,1,0,0,0,0,0,13,190.3333333
20160104008,0,1,0,0,0,0,0,13,192
20160104009,0,1,0,0,0,0,0,13,192
20160104010,0,1,0,0,0,0,0,13,192
20160104011,0,1,0,0,0,0,0,13,192
20160104012,0,1,0,0,0,0,0,13,195.3333333
20160104013,0,1,0,0,0,0,0,13,198.6666667
20160104014,0,1,0,0,0,0,0,13,202
20160104015,0,1,0,0,0,0,0,13,202
20160104016,0,1,0,0,0,0,0,13,202
20160104017,0,1,0,0,0,0,0,13,202
20160104018,0,1,0,0,0,0,0,13,202
20160104019,0,1,0,0,0,0,0,13,202
20160104020,0,1,0,0,0,0,0,13,202
20160104021,0,1,0,0,0,0,0,13,202
20160104022,0,1,0,0,0,0,0,12.66666667,202
20160104023,0,0.833333333,0,0,0,0.166666667,0,12.33333333,202
20160104024,0,0.5,0,0,0,0.5,0,12,202
20160104025,0,0.166666667,0,0.166666667,0,0.666666667,0,12,202
20160104026,0,0,0,0.5,0,0.5,0,12,202
20160104027,0,0,0,0.833333333,0,0.166666667,0,12,202
20160104028,0,0,0,1,0,0,0,12,202
20160104029,0,0,0,1,0,0,0,12,202
20160104030,0,0,0,1,0,0,0,12,202
20160104031,0,0,0,1,0,0,0,12,202
20160104032,0,0,0,1,0,0,0,12,203.3333333
20160104033,0,0,0,1,0,0,0,11.83333333,204.6666667
20160104034,0,0,0,1,0,0,0,11.5,206
20160104035,0,0,0,1,0,0,0,11.16666667,206
20160104036,0,0,0,1,0,0,0,11.16666667,208
20160104037,0,0,0,1,0,0,0,11.5,210
20160104038,0,0,0,0.833333333,0,0.166666667,0,11.83333333,212
20160104039,0,0,0,0.666666667,0,0.333333333,0,12,212
20160104040,0,0,0,0.666666667,0,0.333333333,0,12,212
20160104041,0,0,0,0.833333333,0,0.166666667,0,12,212
20160104042,0,0,0,1,0,0,0,12,212
20160104043,0,0,0,0.833333333,0,0.166666667,0,11.66666667,212
20160104044,0,0,0,0.5,0,0.5,0,11.33333333,212
20160104045,0,0,0,0.166666667,0,0.833333333,0,11,212
20160104046,0,0,0,0,0,1,0,11,212
20160104047,0,0,0,0,0,1,0,11,210
20160104048,0,0,0,0,0,1,0,11,208.6666667
20160104049,0,0,0,0,0,1,0,11,207.3333333
20160104050,0,0,0,0,0,1,0,11,208
20160104051,0,0,0,0,0,1,0,11.16666667,208
20160104052,0,0,0,0,0,1,0,11.5,208
20160104053,0,0,0,0,0,1,0,11.83333333,208
20160104054,0,0,0,0,0,1,0,12,208.3333333
20160104055,0,0,0,0,0,1,0,12,208.6666667
20160104056,0,0,0,0.166666667,0,0.833333333,0,12,209
20160104057,0,0,0,0.333333333,0,0.666666667,0,12,209
20160104058,0,0,0,0.333333333,0,0.666666667,0,12,209
20160104059,0,0,0,0.166666667,0,0.833333333,0,12,209
20160104060,0,0,0,0,0,1,0,12,206.6666667
20160104061,0,0,0,0.166666667,0,0.833333333,0,12,204.3333333
20160104062,0,0,0,0.5,0,0.5,0,12,202
20160104063,0,0,0,0.833333333,0,0.166666667,0,12,202
20160104064,0,0,0,1,0,0,0,12,202
20160104065,0,0,0,1,0,0,0,12,202
20160104066,0,0,0,1,0,0,0,12,203
20160104067,0,0,0,1,0,0,0,12,204
20160104068,0,0,0,1,0,0,0,12,205
20160104069,0,0,0,1,0,0,0,12,205
20160104070,0,0,0,1,0,0,0,12,205
20160104071,0,0,0,1,0,0,0,12.33333333,205
20160104072,0,0,0,1,0,0,0,12.66666667,209.6666667
20160104073,0,0,0,1,0,0,0,13,214.3333333
20160104074,0,0,0,1,0,0,0,12.83333333,219
20160104075,0,0,0,1,0,0,0,12.5,219
20160104076,0,0,0,1,0,0,0,12.16666667,219
20160104077,0,0,0,1,0,0,0,12,219
20160104078,0,0,0,1,0,0,0,12,219
20160104079,0,0,0,1,0,0,0,12,218.3333333
20160104080,0,0,0,1,0,0,0,12,217.6666667
20160104081,0,0,0,1,0,0,0,12,217
20160104082,0,0,0,1,0,0,0,12,217
20160104083,0,0,0,1,0,0,0,12,217
20160104084,0,0,0,1,0,0,0,12,218.6666667
20160104085,0,0,0,1,0,0,0,12,220.3333333
20160104086,0,0,0,1,0,0,0,12,222
20160104087,0,0,0,1,0,0,0,12,222
20160104088,0,0,0,1,0,0,0,12,222
20160104089,0,0,0,1,0,0,0,12,222
20160104090,0,0,0,1,0,0,0,12.33333333,224
20160104091,0,0,0,1,0,0,0,12.33333333,226
20160104092,0,0,0,1,0,0,0,12.33333333,228
20160104093,0,0,0,1,0,0,0,12,228
20160104094,0,0,0,1,0,0,0,12,228
20160104095,0,0,0,1,0,0,0,12,228
20160104096,0,0,0,1,0,0,0,12,231
20160104097,0,0,0,1,0,0,0,12,234
20160104098,0,0,0,1,0,0,0,12.33333333,237
20160104099,0,0,0,1,0,0,0,12.66666667,237
20160104100,0,0,0,1,0,0,0,12.83333333,237
20160104101,0,0,0,1,0,0,0,12.5,237
20160104102,0,0,0,1,0,0,0,12.16666667,237
20160104103,0,0,0,1,0,0,0,12,237
20160104104,0,0,0,1,0,0,0,12,236
20160104105,0,0,0,1,0,0,0,12,235
20160104106,0,0,0,1,0,0,0,12,234
20160104107,0,0,0,1,0,0,0,12,234
20160104108,0,0,0,1,0,0,0,12,234
20160104109,0,0,0.166666667,0.833333333,0,0,0,12,236.3333333
20160104110,0,0,0.5,0.5,0,0,0,12,238.6666667
20160104111,0,0,0.666666667,0.333333333,0,0,0,12,241
20160104112,0,0,0.5,0.5,0,0,0,12,241
20160104113,0,0,0.166666667,0.833333333,0,0,0,12,241
20160104114,0,0,0,1,0,0,0,12,236
20160104115,0,0,0,0.833333333,0,0.166666667,0,12,231
20160104116,0,0,0,0.5,0,0.5,0,12,226
20160104117,0,0,0,0.166666667,0,0.833333333,0,12,226
20160104118,0,0,0,0,0,1,0,12,226
20160104119,0,0,0,0,0,1,0,12,226
